                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 0.5097,                 1.1097,                 1.0948,                0.92378,                0.94566,                0.98087,                0.96512,                 0.2814,                 0.4167,                0.39601,               0.009406,               0.009406,               0.009406
                     14,                0.49611,                 1.0874,                 1.0868,                0.91068,                0.92475,                0.98039,                0.96414,                0.28617,                0.50261,                0.39359,              0.0093565,              0.0093565,              0.0093565
                     15,                0.48515,                 1.0723,                 1.0816,                0.93338,                0.96065,                0.98376,                0.97201,                 0.2638,                0.41172,                0.35358,               0.009307,               0.009307,               0.009307
                     16,                0.48458,                 1.0719,                 1.0821,                0.92446,                0.93709,                0.98434,                0.96997,                0.28591,                0.42752,                0.37407,              0.0092575,              0.0092575,              0.0092575
                     17,                0.47255,                 1.0513,                 1.0763,                0.93582,                0.94348,                0.98519,                0.97417,                0.26253,                0.38313,                0.35794,               0.009208,               0.009208,               0.009208
                     18,                0.47575,                 1.0578,                 1.0796,                0.90713,                0.93701,                0.98429,                0.94195,                0.33406,                0.44534,                0.41875,              0.0091585,              0.0091585,              0.0091585
                     19,                0.46548,                 1.0476,                 1.0734,                0.95973,                0.94999,                0.98459,                0.97449,                 0.3058,                0.38002,                0.38261,               0.009109,               0.009109,               0.009109
                     20,                0.46174,                 1.0389,                 1.0682,                0.91362,                0.92054,                0.98009,                0.96624,                0.30822,                0.47841,                0.39519,              0.0090595,              0.0090595,              0.0090595
                     21,                0.45293,                 1.0301,                 1.0661,                0.93694,                0.92803,                0.97692,                0.96241,                0.24186,                0.45214,                0.33953,                0.00901,                0.00901,                0.00901
                     22,                0.45389,                 1.0253,                 1.0632,                0.93294,                0.95546,                0.98539,                0.95179,                0.33239,                0.42623,                0.42455,              0.0089605,              0.0089605,              0.0089605
                     23,                0.44228,                 1.0074,                 1.0586,                0.93762,                0.96777,                0.98659,                0.96367,                0.29981,                 0.3788,                0.37508,               0.008911,               0.008911,               0.008911
                     24,                0.44209,                  1.008,                 1.0577,                0.95548,                0.96551,                0.98886,                0.98525,                0.26115,                0.35497,                0.33833,              0.0088615,              0.0088615,              0.0088615
                     25,                0.45351,                 1.0279,                 1.0655,                0.93989,                0.96529,                0.98673,                0.97951,                0.27446,                0.38645,                  0.368,               0.008812,               0.008812,               0.008812
                     26,                0.43599,                0.99983,                 1.0563,                0.93171,                0.95285,                0.98377,                0.96541,                0.32963,                0.45514,                0.44778,              0.0087625,              0.0087625,              0.0087625
                     27,                0.43195,                0.99901,                 1.0532,                 0.9303,                0.93186,                 0.9829,                0.97577,                0.25193,                0.40646,                0.36086,               0.008713,               0.008713,               0.008713
                     28,                0.43364,                0.99732,                 1.0577,                0.94686,                0.96373,                0.98642,                0.96668,                0.28077,                0.42256,                0.39073,              0.0086635,              0.0086635,              0.0086635
                     29,                 0.4269,                0.98866,                 1.0495,                0.94568,                 0.9349,                0.98427,                0.97787,                0.20954,                0.38184,                0.31734,               0.008614,               0.008614,               0.008614
                     30,                0.42456,                0.98402,                 1.0491,                0.94313,                0.95804,                0.98576,                0.97951,                0.23129,                0.34306,                0.31529,              0.0085645,              0.0085645,              0.0085645
                     31,                0.42309,                0.98496,                 1.0487,                0.93372,                0.94015,                0.97915,                0.97443,                 0.2762,                0.40643,                0.38532,               0.008515,               0.008515,               0.008515
                     32,                0.42517,                0.98688,                 1.0523,                0.93608,                0.93785,                0.98521,                 0.9633,                0.38535,                0.44801,                0.45891,              0.0084655,              0.0084655,              0.0084655
                     33,                0.41502,                0.97317,                 1.0448,                0.96246,                0.96511,                0.98826,                0.97211,                0.29736,                0.43098,                0.37791,               0.008416,               0.008416,               0.008416
                     34,                0.40647,                0.97209,                 1.0415,                0.97417,                0.94414,                 0.9885,                0.97965,                0.28762,                0.39088,                0.36716,              0.0083665,              0.0083665,              0.0083665
                     35,                0.41449,                0.96897,                 1.0477,                0.94083,                0.96256,                0.98713,                0.98046,                 0.2589,                0.37537,                0.36596,               0.008317,               0.008317,               0.008317
                     36,                0.41068,                0.96212,                 1.0436,                0.95411,                0.94394,                0.98683,                0.97809,                0.26331,                0.40538,                0.34793,              0.0082675,              0.0082675,              0.0082675
                     37,                0.41137,                0.95562,                 1.0488,                0.95736,                0.96182,                0.98744,                0.96518,                0.27184,                0.39093,                0.35863,               0.008218,               0.008218,               0.008218
                     38,                0.40151,                0.95299,                 1.0363,                0.93727,                 0.9812,                0.98984,                0.98608,                0.23269,                0.34456,                0.33863,              0.0081685,              0.0081685,              0.0081685
                     39,                0.40674,                0.95157,                 1.0404,                0.96943,                0.96625,                0.99179,                0.98814,                0.22846,                0.29263,                0.30356,               0.008119,               0.008119,               0.008119
                     40,                0.40707,                0.94826,                 1.0415,                0.97209,                0.96223,                0.98985,                0.98558,                 0.2637,                0.34328,                0.34889,              0.0080695,              0.0080695,              0.0080695
                     41,                0.40138,                 0.9399,                 1.0376,                0.95311,                 0.9618,                0.98793,                0.98351,                0.23748,                0.32695,                0.31833,                0.00802,                0.00802,                0.00802
                     42,                0.39351,                0.94207,                 1.0346,                0.96315,                0.95472,                0.98932,                0.98296,                0.25435,                 0.3897,                0.31892,              0.0079705,              0.0079705,              0.0079705
                     43,                0.39451,                0.93078,                 1.0351,                0.92857,                 0.9641,                0.98698,                0.98151,                0.22763,                0.36475,                0.31042,               0.007921,               0.007921,               0.007921
                     44,                0.38935,                0.92631,                  1.029,                 0.9464,                0.94934,                0.98434,                0.97671,                0.24436,                0.35337,                0.31772,              0.0078715,              0.0078715,              0.0078715
                     45,                0.39254,                0.93566,                 1.0328,                0.96075,                0.95408,                0.98941,                0.97272,                0.31874,                0.37895,                0.38726,               0.007822,               0.007822,               0.007822
                     46,                 0.3842,                0.92725,                 1.0247,                0.97544,                0.96462,                0.99146,                0.98506,                0.25667,                0.30928,                0.33366,              0.0077725,              0.0077725,              0.0077725
                     47,                0.39333,                0.93599,                 1.0292,                  0.959,                0.96668,                0.98977,                0.96746,                0.27833,                0.37874,                0.37202,               0.007723,               0.007723,               0.007723
                     48,                0.39181,                0.92937,                 1.0285,                0.96402,                0.95104,                0.98921,                0.97997,                0.22935,                0.33816,                0.30975,              0.0076735,              0.0076735,              0.0076735
                     49,                0.38627,                 0.9207,                 1.0294,                0.94349,                0.94082,                0.98628,                0.97863,                0.23131,                0.36771,                0.32985,               0.007624,               0.007624,               0.007624
                     50,                0.38233,                0.93034,                  1.025,                 0.9612,                0.97589,                0.99177,                0.98842,                0.21887,                0.25937,                 0.3147,              0.0075745,              0.0075745,              0.0075745
                     51,                0.38005,                0.91323,                 1.0259,                0.94333,                0.94591,                0.98052,                0.97344,                0.22572,                0.35067,                0.32563,               0.007525,               0.007525,               0.007525
                     52,                0.37914,                0.91949,                  1.023,                0.94172,                0.96373,                0.98711,                0.97913,                 0.2244,                0.34261,                0.30316,              0.0074755,              0.0074755,              0.0074755
                     53,                0.36961,                 0.9105,                  1.016,                0.95867,                0.94144,                0.98657,                0.96855,                0.27788,                0.36834,                0.36015,               0.007426,               0.007426,               0.007426
                     54,                0.38125,                0.91786,                 1.0275,                 0.9479,                0.95583,                0.98785,                0.97966,                0.29496,                0.38995,                 0.3637,              0.0073765,              0.0073765,              0.0073765
                     55,                0.37016,                0.91457,                 1.0183,                0.96255,                0.95949,                0.98991,                 0.9859,                0.22547,                0.31451,                 0.3022,               0.007327,               0.007327,               0.007327
                     56,                0.37393,                0.91209,                 1.0221,                0.97388,                0.97111,                0.99257,                0.98609,                0.26133,                0.32849,                0.34146,              0.0072775,              0.0072775,              0.0072775
                     57,                0.37499,                0.91009,                 1.0224,                0.96415,                0.95802,                 0.9901,                0.98472,                0.26678,                0.36875,                 0.3539,               0.007228,               0.007228,               0.007228
                     58,                0.37522,                0.90606,                 1.0268,                0.95599,                0.95802,                0.98795,                0.97982,                 0.2164,                0.31395,                0.30599,              0.0071785,              0.0071785,              0.0071785
                     59,                0.36899,                0.90169,                 1.0184,                0.96568,                0.94431,                0.98969,                0.97051,                0.27553,                 0.3356,                0.35277,               0.007129,               0.007129,               0.007129
                     60,                0.36691,                0.90046,                 1.0156,                0.95532,                0.95537,                0.98801,                0.98306,                0.22891,                0.32332,                0.30486,              0.0070795,              0.0070795,              0.0070795
                     61,                0.37105,                0.90496,                 1.0175,                0.96554,                0.97123,                0.99205,                0.98613,                0.24696,                0.30997,                0.33211,                0.00703,                0.00703,                0.00703
                     62,                0.37126,                  0.901,                 1.0179,                0.96283,                0.95992,                 0.9897,                0.98474,                0.24538,                0.30739,                 0.3243,              0.0069805,              0.0069805,              0.0069805
                     63,                0.37012,                0.90001,                 1.0139,                0.95979,                0.95951,                0.99021,                0.98587,                0.25328,                0.32054,                0.31959,               0.006931,               0.006931,               0.006931
                     64,                 0.3667,                0.89736,                 1.0149,                0.95811,                 0.9547,                0.98888,                 0.9835,                 0.2433,                0.31388,                0.32131,              0.0068815,              0.0068815,              0.0068815
                     65,                0.36178,                0.89113,                 1.0163,                0.96141,                0.96104,                0.98918,                0.98227,                0.24231,                0.30286,                0.33388,               0.006832,               0.006832,               0.006832
                     66,                 0.3608,                0.89097,                 1.0136,                0.96358,                 0.9441,                0.98714,                0.96413,                 0.2977,                0.40138,                0.37036,              0.0067825,              0.0067825,              0.0067825
                     67,                0.36455,                0.88894,                 1.0152,                0.95296,                0.94231,                0.98482,                 0.9797,                0.23956,                0.36107,                0.31493,               0.006733,               0.006733,               0.006733
                     68,                  0.364,                0.89266,                 1.0151,                0.96085,                0.97758,                0.99168,                  0.983,                0.26945,                0.31699,                0.34409,              0.0066835,              0.0066835,              0.0066835
                     69,                0.35613,                 0.8724,                 1.0126,                0.97505,                0.94766,                0.98922,                0.98134,                0.30533,                 0.3937,                0.37633,               0.006634,               0.006634,               0.006634
                     70,                0.35562,                0.88512,                 1.0124,                0.97497,                0.96064,                0.99145,                  0.987,                0.23514,                0.34086,                0.31597,              0.0065845,              0.0065845,              0.0065845
                     71,                0.35734,                 0.8823,                 1.0132,                0.96052,                0.96365,                0.99068,                0.98266,                0.22742,                0.32338,                0.32773,               0.006535,               0.006535,               0.006535
                     72,                0.36273,                0.87879,                 1.0132,                0.96174,                0.96706,                0.99033,                 0.9833,                0.23612,                0.31207,                0.32834,              0.0064855,              0.0064855,              0.0064855
                     73,                0.35636,                0.88108,                 1.0111,                0.95811,                0.97294,                0.99075,                0.98352,                0.25327,                0.30691,                0.34488,               0.006436,               0.006436,               0.006436
                     74,                 0.3542,                 0.8722,                 1.0113,                0.96819,                0.96977,                0.99206,                0.98836,                0.21005,                0.28472,                0.31246,              0.0063865,              0.0063865,              0.0063865
                     75,                0.35344,                0.87405,                 1.0067,                0.97409,                0.95666,                0.99118,                0.98595,                0.23025,                 0.2985,                0.32383,               0.006337,               0.006337,               0.006337
                     76,                0.35353,                0.87428,                 1.0088,                 0.9616,                 0.9737,                0.99156,                0.98446,                0.21231,                0.27798,                0.32173,              0.0062875,              0.0062875,              0.0062875
                     77,                0.35254,                0.87534,                 1.0078,                0.96785,                0.97185,                0.99083,                0.98259,                0.24175,                0.31765,                0.33863,               0.006238,               0.006238,               0.006238
                     78,                0.35261,                0.86984,                 1.0117,                0.96425,                0.94698,                0.98821,                0.98275,                0.21546,                0.30455,                0.31019,              0.0061885,              0.0061885,              0.0061885
                     79,                0.34852,                 0.8624,                 1.0092,                0.96844,                0.96432,                0.98986,                0.98619,                0.20361,                0.27163,                0.29378,               0.006139,               0.006139,               0.006139
                     80,                0.35861,                0.87396,                 1.0139,                 0.9732,                 0.9529,                0.99023,                0.98405,                0.21375,                0.27729,                0.30146,              0.0060895,              0.0060895,              0.0060895
                     81,                 0.3588,                0.87389,                 1.0117,                 0.9739,                 0.9538,                0.99111,                0.98649,                0.23792,                0.30905,                0.32133,                0.00604,                0.00604,                0.00604
                     82,                0.35337,                0.87151,                 1.0092,                0.97431,                0.96386,                0.99139,                0.98749,                0.22495,                0.27758,                0.31729,              0.0059905,              0.0059905,              0.0059905
                     83,                0.35345,                0.86246,                 1.0084,                0.97895,                0.93073,                0.98763,                0.97767,                0.24827,                0.32637,                0.33568,               0.005941,               0.005941,               0.005941
                     84,                  0.345,                 0.8598,                  1.009,                0.96936,                0.96242,                0.99029,                0.98657,                0.22425,                0.29891,                0.30147,              0.0058915,              0.0058915,              0.0058915
                     85,                 0.3388,                0.85575,                 1.0018,                0.97242,                 0.9717,                0.99138,                 0.9834,                0.22449,                0.29522,                0.30784,               0.005842,               0.005842,               0.005842
                     86,                0.34411,                0.86162,                 1.0053,                0.97636,                0.96549,                 0.9914,                0.98397,                0.23898,                0.28487,                 0.3131,              0.0057925,              0.0057925,              0.0057925
                     87,                0.34484,                0.85415,                 1.0025,                0.97119,                0.96251,                0.99189,                0.98482,                0.25902,                0.28713,                0.32821,               0.005743,               0.005743,               0.005743
                     88,                0.33976,                0.85669,                0.99889,                0.96799,                0.96395,                0.99114,                0.98589,                0.22159,                 0.2826,                0.29601,              0.0056935,              0.0056935,              0.0056935
                     89,                0.34235,                0.84746,                 1.0054,                  0.956,                0.97046,                0.99084,                0.98707,                0.24963,                0.30287,                0.31155,               0.005644,               0.005644,               0.005644
                     90,                0.34336,                0.85546,                 1.0053,                0.96568,                 0.9603,                0.99077,                0.98581,                0.25577,                0.29357,                0.31625,              0.0055945,              0.0055945,              0.0055945
                     91,                0.34263,                0.85984,                 1.0051,                0.96085,                0.96392,                0.98999,                0.98598,                0.24284,                0.29619,                0.31233,               0.005545,               0.005545,               0.005545
                     92,                0.34297,                0.85058,                 1.0048,                0.95306,                0.97279,                0.99081,                0.98418,                0.23488,                0.28633,                0.30534,              0.0054955,              0.0054955,              0.0054955
                     93,                0.33643,                0.84577,                 1.0023,                0.95676,                0.96894,                0.99049,                0.98575,                 0.2399,                0.29172,                0.31138,               0.005446,               0.005446,               0.005446
                     94,                0.34032,                0.84785,                 1.0033,                0.96331,                0.95842,                0.98955,                0.98417,                0.23479,                0.29157,                0.30193,              0.0053965,              0.0053965,              0.0053965
                     95,                0.34646,                0.84796,                 1.0048,                0.96377,                0.95583,                 0.9893,                0.98494,                0.22166,                0.27973,                0.29178,               0.005347,               0.005347,               0.005347
                     96,                 0.3373,                0.83601,                 1.0012,                0.97572,                0.95298,                0.98878,                0.98497,                0.21689,                0.27791,                 0.2905,              0.0052975,              0.0052975,              0.0052975
                     97,                0.34045,                0.84185,                 1.0023,                0.96732,                 0.9577,                0.98882,                0.98424,                0.21353,                 0.2818,                0.28511,               0.005248,               0.005248,               0.005248
                     98,                0.33742,                0.84533,                 1.0002,                0.96729,                0.94868,                 0.9887,                0.98517,                0.21048,                 0.2891,                0.28671,              0.0051985,              0.0051985,              0.0051985
                     99,                0.33835,                0.84153,                 1.0011,                0.96472,                0.94869,                0.98798,                0.98412,                0.20121,                 0.2875,                 0.2808,               0.005149,               0.005149,               0.005149
