                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.3603,                 1.0117,                 1.2745,                   0.56,                0.69143,                0.58422,                0.31823,                 1.4421,                 1.0525,                 1.2521,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.3434,                 1.0021,                 1.2795,                0.53634,                0.69424,                0.57694,                0.29962,                 1.5586,                 1.0801,                 1.3019,               0.009307,               0.009307,               0.009307
                     16,                 1.3331,                0.97671,                 1.2605,                0.42376,                0.56725,                 0.5291,                0.26255,                 1.5838,                 1.2679,                 1.3254,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.3091,                0.95379,                 1.2523,                0.50764,                0.71255,                0.56096,                0.30632,                 1.3845,                 1.0857,                  1.235,               0.009208,               0.009208,               0.009208
                     18,                 1.3152,                0.94685,                 1.2521,                0.45873,                0.59221,                0.54677,                0.27914,                 1.6233,                 1.1736,                 1.3331,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.3181,                0.92925,                 1.2516,                0.51077,                0.62798,                0.56115,                0.31021,                 1.3568,                 1.0725,                 1.2027,               0.009109,               0.009109,               0.009109
                     20,                 1.2904,                 0.9026,                 1.2287,                0.45416,                0.53954,                 0.4929,                0.26414,                 1.5239,                 1.1572,                 1.2712,              0.0090595,              0.0090595,              0.0090595
                     21,                 1.2815,                0.90955,                 1.2349,                0.50914,                0.58363,                0.52928,                0.29419,                  1.379,                 1.1011,                 1.2244,                0.00901,                0.00901,                0.00901
                     22,                 1.2743,                0.88809,                 1.2235,                0.45622,                0.64068,                0.58139,                0.30574,                 1.4229,                 1.0985,                 1.2377,              0.0089605,              0.0089605,              0.0089605
                     23,                  1.261,                0.87214,                 1.2264,                0.43708,                0.65162,                0.54819,                0.30781,                 1.3716,                 1.0933,                  1.219,               0.008911,               0.008911,               0.008911
                     24,                 1.2582,                0.86678,                 1.2141,                0.39429,                 0.6013,                0.55016,                0.30306,                 1.3777,                 1.0815,                  1.195,              0.0088615,              0.0088615,              0.0088615
                     25,                  1.247,                 0.8535,                 1.2063,                0.47719,                0.60841,                0.57623,                 0.3179,                 1.4341,                 1.0582,                  1.249,               0.008812,               0.008812,               0.008812
                     26,                 1.2453,                0.84498,                 1.2096,                0.53125,                0.42887,                 0.4622,                0.23238,                 1.4827,                 1.2833,                 1.2928,              0.0087625,              0.0087625,              0.0087625
                     27,                 1.2616,                0.84824,                 1.2114,                0.47501,                0.53169,                0.49451,                0.28334,                 1.3509,                 1.1585,                 1.2068,               0.008713,               0.008713,               0.008713
                     28,                 1.2363,                 0.8195,                  1.204,                 0.4511,                0.56883,                0.54512,                0.29346,                 1.4422,                 1.1674,                 1.2508,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.2375,                0.82716,                 1.2006,                0.44016,                0.54333,                0.53296,                0.29756,                 1.3686,                 1.1246,                 1.2066,               0.008614,               0.008614,               0.008614
                     30,                 1.2236,                0.81642,                 1.1887,                0.47922,                0.56722,                0.51022,                0.29302,                 1.3512,                 1.0884,                 1.1943,              0.0085645,              0.0085645,              0.0085645
                     31,                  1.199,                0.79673,                 1.1873,                0.51559,                0.60181,                0.55117,                0.31556,                 1.3538,                 1.0695,                 1.1906,               0.008515,               0.008515,               0.008515
                     32,                 1.2173,                0.80294,                 1.1866,                0.52804,                0.54997,                 0.5467,                0.30703,                 1.3624,                 1.0583,                  1.196,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.2186,                0.79236,                 1.1862,                0.57107,                0.46464,                0.46253,                0.26375,                 1.3497,                 1.2158,                  1.211,               0.008416,               0.008416,               0.008416
                     34,                 1.1975,                0.77892,                 1.1812,                0.51612,                0.67811,                0.60002,                0.33306,                  1.395,                 1.0621,                 1.2033,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.1959,                0.77536,                 1.1745,                0.48823,                0.50295,                0.49233,                0.27419,                 1.3716,                 1.0948,                 1.2025,               0.008317,               0.008317,               0.008317
                     36,                 1.1948,                0.78059,                 1.1792,                0.56616,                0.44503,                0.51382,                0.29816,                 1.2995,                 1.0948,                 1.1908,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.1968,                 0.7762,                 1.1787,                0.50981,                0.52766,                0.49847,                0.29088,                 1.3372,                 1.1162,                 1.1911,               0.008218,               0.008218,               0.008218
                     38,                 1.1782,                0.75676,                 1.1671,                0.42678,                0.56965,                0.54479,                0.31594,                 1.3031,                 1.0619,                 1.1728,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.1811,                0.75308,                 1.1615,                0.58451,                0.66432,                0.60303,                0.35924,                 1.2647,                0.99793,                 1.1555,               0.008119,               0.008119,               0.008119
                     40,                 1.1692,                0.75746,                 1.1644,                0.42776,                0.51323,                 0.5033,                0.27885,                 1.3999,                 1.1411,                 1.2228,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.1784,                0.74694,                 1.1707,                0.45126,                0.59615,                0.52799,                0.30551,                 1.3103,                 1.0911,                 1.1717,                0.00802,                0.00802,                0.00802
                     42,                 1.1713,                 0.7511,                  1.165,                0.47703,                0.52019,                0.52804,                0.30851,                  1.302,                 1.0669,                 1.1695,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.1663,                0.73638,                 1.1597,                0.57664,                0.63324,                0.60713,                 0.3477,                 1.3166,                0.96231,                 1.1772,               0.007921,               0.007921,               0.007921
                     44,                 1.1661,                0.74531,                 1.1597,                0.49804,                0.60356,                0.53186,                0.32166,                 1.2205,                 1.0241,                 1.1332,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.1435,                0.73026,                 1.1548,                0.51189,                0.62551,                0.55132,                 0.3204,                 1.3127,                 1.0161,                 1.1743,               0.007822,               0.007822,               0.007822
                     46,                 1.1437,                0.72521,                 1.1446,                0.50304,                0.58012,                0.55442,                0.32595,                 1.2889,                 1.0284,                 1.1658,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.1392,                0.71636,                 1.1535,                0.54264,                0.52472,                 0.5326,                0.32302,                 1.2369,                0.99654,                 1.1614,               0.007723,               0.007723,               0.007723
                     48,                 1.1494,                0.72995,                  1.152,                0.48171,                 0.5826,                0.55033,                0.31966,                 1.3351,                 1.0283,                 1.2089,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.1485,                0.72017,                 1.1525,                0.43425,                0.57867,                0.54562,                0.31464,                 1.2701,                 1.0756,                 1.1694,               0.007624,               0.007624,               0.007624
                     50,                 1.1342,                0.72267,                 1.1524,                0.46665,                0.54301,                0.50594,                0.30245,                 1.2793,                 1.0819,                 1.1686,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.1333,                  0.703,                 1.1497,                0.54324,                0.59471,                0.55843,                0.33753,                 1.2204,                 1.0164,                 1.1411,               0.007525,               0.007525,               0.007525
                     52,                 1.1468,                0.70889,                 1.1396,                0.41547,                0.56466,                0.54625,                0.30795,                 1.3159,                 1.0834,                 1.1961,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.1143,                0.70422,                 1.1376,                0.52184,                0.47518,                0.50498,                 0.2897,                 1.3203,                 1.1577,                  1.207,               0.007426,               0.007426,               0.007426
                     54,                 1.1214,                0.69857,                 1.1362,                0.53115,                0.62321,                0.56809,                0.32096,                 1.2725,                 1.0034,                 1.1754,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.1141,                0.69665,                 1.1319,                0.56409,                0.45345,                0.50856,                0.29786,                 1.3028,                 1.0994,                 1.1944,               0.007327,               0.007327,               0.007327
                     56,                 1.1215,                0.69413,                 1.1361,                 0.6884,                0.45883,                0.50741,                0.29096,                 1.3532,                 1.0784,                 1.1936,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.1129,                0.69109,                 1.1397,                0.47727,                0.54967,                0.54501,                0.32726,                 1.2569,                 1.0256,                 1.1498,               0.007228,               0.007228,               0.007228
                     58,                  1.116,                 0.6923,                  1.127,                  0.459,                0.52092,                0.51436,                0.30193,                 1.2775,                 1.0883,                 1.1687,              0.0071785,              0.0071785,              0.0071785
                     59,                  1.121,                0.69465,                 1.1342,                0.49537,                0.46866,                0.50715,                0.29334,                 1.2908,                 1.0973,                  1.178,               0.007129,               0.007129,               0.007129
                     60,                    1.1,                 0.6781,                 1.1201,                0.43214,                0.54242,                0.52205,                0.30725,                 1.3058,                 1.1212,                 1.1864,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.1089,                0.67358,                 1.1251,                0.50803,                0.59921,                0.55945,                0.33962,                 1.2298,                0.98248,                  1.151,                0.00703,                0.00703,                0.00703
                     62,                 1.0876,                0.67501,                 1.1273,                0.44477,                 0.5435,                0.52843,                 0.3041,                 1.3007,                 1.0203,                 1.1822,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.0991,                0.67099,                 1.1193,                0.52522,                0.54434,                0.52379,                0.31443,                 1.2598,                 1.1007,                 1.1691,               0.006931,               0.006931,               0.006931
                     64,                 1.0945,                0.66471,                 1.1251,                0.41153,                0.42467,                0.51218,                0.29396,                 1.3233,                 1.1514,                 1.1977,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.0799,                0.66666,                 1.1202,                0.41265,                0.53134,                0.52952,                0.29699,                 1.3529,                 1.1059,                 1.2078,               0.006832,               0.006832,               0.006832
                     66,                 1.0904,                0.66706,                 1.1253,                0.46942,                 0.5592,                0.52462,                0.30816,                 1.3034,                 1.0695,                 1.1808,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.0656,                0.63957,                 1.1111,                0.45556,                0.52988,                0.51428,                0.30258,                 1.2513,                 1.0819,                 1.1637,               0.006733,               0.006733,               0.006733
                     68,                 1.0664,                 0.6416,                 1.1125,                0.45839,                0.54208,                0.50113,                0.29742,                 1.2746,                  1.038,                 1.1701,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.0685,                0.65277,                 1.1031,                0.44978,                0.55461,                 0.5366,                0.31576,                 1.2521,                 1.0467,                 1.1515,               0.006634,               0.006634,               0.006634
                     70,                  1.071,                0.64975,                 1.1117,                0.47957,                  0.571,                0.52563,                0.31099,                 1.2684,                 1.0651,                 1.1579,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.0667,                0.64974,                 1.1115,                0.47568,                0.52401,                0.50054,                0.29994,                  1.274,                  1.054,                 1.1663,               0.006535,               0.006535,               0.006535
                     72,                 1.0741,                0.65005,                 1.1106,                0.45786,                0.50059,                0.49038,                0.28229,                 1.2989,                 1.1061,                 1.1858,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.0732,                0.65232,                 1.1089,                 0.5854,                0.58686,                0.55377,                0.32951,                 1.2568,                 1.0405,                 1.1696,               0.006436,               0.006436,               0.006436
                     74,                 1.0701,                0.64555,                 1.1076,                0.46241,                0.55286,                0.52574,                0.30689,                 1.2989,                 1.0529,                 1.1741,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.0586,                0.63597,                 1.0998,                0.50609,                0.52273,                0.52471,                0.31189,                 1.2595,                 1.0244,                   1.16,               0.006337,               0.006337,               0.006337
                     76,                 1.0749,                0.64578,                 1.1042,                  0.453,                0.52524,                0.53718,                0.31981,                 1.2456,                 1.0723,                 1.1641,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.0572,                0.63504,                 1.0975,                0.69017,                0.45584,                0.52196,                0.31956,                 1.2496,                 1.0577,                   1.15,               0.006238,               0.006238,               0.006238
                     78,                 1.0573,                0.63589,                 1.0992,                0.51816,                0.50119,                0.53609,                0.31463,                 1.2853,                 1.0505,                 1.1717,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.0427,                0.62303,                 1.0974,                  0.509,                0.50788,                0.51712,                 0.2952,                 1.3136,                 1.0695,                 1.1846,               0.006139,               0.006139,               0.006139
                     80,                 1.0498,                0.62706,                 1.0998,                0.49711,                0.64227,                0.56155,                0.33778,                  1.221,                0.96444,                 1.1386,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.0494,                0.62377,                 1.0979,                0.47624,                0.59621,                0.55334,                0.32999,                 1.2097,                 1.0199,                 1.1262,                0.00604,                0.00604,                0.00604
                     82,                 1.0313,                0.61279,                 1.0894,                0.45087,                 0.5501,                0.53102,                0.31675,                 1.2387,                 1.0439,                 1.1536,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.0459,                0.62488,                  1.092,                0.47327,                0.57418,                0.51878,                0.30797,                 1.2601,                 1.0434,                   1.16,               0.005941,               0.005941,               0.005941
                     84,                 1.0417,                0.61908,                 1.0958,                 0.4507,                0.51776,                0.49234,                0.28597,                 1.3109,                 1.1181,                 1.1868,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.0241,                0.60478,                 1.0838,                 0.5436,                 0.6285,                0.57829,                0.33592,                 1.2784,                 1.0151,                 1.1607,               0.005842,               0.005842,               0.005842
                     86,                  1.019,                0.60768,                 1.0783,                0.52234,                0.62262,                0.56863,                0.33546,                 1.2341,                0.95664,                 1.1384,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.0286,                0.60882,                 1.0882,                0.51306,                0.52195,                0.53338,                0.31581,                 1.2778,                 1.0595,                 1.1679,               0.005743,               0.005743,               0.005743
                     88,                 1.0134,                0.60229,                 1.0806,                 0.4849,                0.47761,                0.52637,                0.31247,                 1.2552,                 1.0782,                 1.1747,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.0244,                 0.5971,                 1.0767,                0.49955,                0.47679,                 0.5194,                0.31032,                 1.2345,                 1.0629,                 1.1451,               0.005644,               0.005644,               0.005644
